Text,Label
mach ich e vòòrwurff das me z eerscht alles tholeriirt hèt,BS
jaa mi händ gfunde es mues vo deet choo,ZH
pããsioon simmer deert gsii,BE
englisch hani sofort chö̀nne,BE
no blaz für s chinderbèt verschtèkt irgendnöime,BS
nootgedrunge hämmer en langsaam aafangen ärnscht nää,ZH
was muesi ez säge di sind ez öppe füfefüfzg jaar,LU
und dä het me ja de scho,BE
das mer ä sicher guet kämpft hetted aso das as,ZH
wo mer da i sonere puureschtuben ine sind da isch da zuefälig han ich das bild entdekt,ZH
i bach,LU
wääri de vo der site däm nüüt entgäge gschtande hä,BE
jo waarschinlich isch er äs bizeli zrugg versezt woorde vermuet iich,LU
i bi eifacht echlii,BE
use,ZH
guet ìch ha echli i ha mee gschwìzt weder ander lüüt das schtìmt schoo aber,LU
i bi so kwaasi derzuechoo,BE
dr hitler isch eine wo gäge farbigi,BE
wo al wo mìr si jò mäischtens naach de orcheschterproobe dört aane gsässe,BS
da hämmer scho viirjäärigi ghaa,ZH
aber dier müese mau gsee dass familievätter si gsìì,BE
wobii wosmer de druufchoo sìnd,LU
i ha de glichi fall ich ha vesuecht,LU
und ich ha s armeefonkerabzäiche,LU
si hei oo kener schwääri waffe me döörfe mache aber es,BE
aber zimmli sicher mues ììch das mache isch,LU
ich gläub de chrieg isch schoo,ZH
ersezt woorde dur en andere duren andere,LU
mit,ZH
üsi üser hei nume maschinegweer,BE
mììr hend aifacht,LU
dänn wird me halt luut hä,ZH
jò die ìsch dòch die het kai hoochschin ghaa vo deet usse,LU
i d schwiz inechoo wider aus u de het me eifach kontroliiert wäär das er ìsch u nach em chrieg auso,BE
das isch der grund gsi lingge beeinflussung,BS
simer z drit ggange und das isch,BE
vo der art und wiis wie das reschiim,BS
und dän isch er wider a der oschtfront gsii i dène schlimmschte ziite wos dän,ZH
aber die vo däre hämmir nie öppis gschwöört,ZH
was het me ghaa sone driitakter e sone chli chli ja aso de di eerschten òüto,LU
und die hät iren kongräss,ZH
wa ìsch das wider für e chaibe begrüessig dòò hail hittler was het was ìsch mit dèm hittler,LU
und mir händ s gägetäil gmacht,ZH
die buure ringsum,BS
fascht faschg,BS
da isch es mier schwarz uf wiss,ZH
isch vom eerschte wältchrieg gsii mir händem nur d nulerpumpi gsäit,ZH
und dene het äär gsäit,BS
hèt er uns welle saage dò wird öppis fǜr d jùùgend gmacht,BS
dò chunt er wider ùnd säit er wen er i wen ìch iez nìd soffort de ding dùregäb so ghäi er mi ine chischte,LU
es hets nie ghäisse du gosch nìd zu däm oder zu däm chind oder zu fründinli oder so das hets aso nìd gèè,BS
joo denn het,BE
win är är isch,ZH
zmorge zmitaag und znacht,BE
nämed doch ou,BE
au mit dene thankfallen ezeteraa dass züüg hät me den in d lùft chönne innert khǜǜrzeschter zit,BS
jò a das chan ech mech seer guet erinnere,LU
sii isch im iisaz als künschtleri überall si mues überall luege,LU
i maa mi nid psinne aber i gloub äs isch eis gsii mi es het jaa,BE
aso öise hälfer hät me,ZH
das isch also nöd eso aagnääm gsi und,ZH
jaa daas schoo jaa aso das heisst d d machtergriifig no nid esoo,BE
aso das isch das me da aagfange het esoo,ZH
wo männgisch für e bueb gsìì si nìd für es mäitli fr,BS
händs enand dän troffe wän èèr häichoo isch im urläub,ZH
und de isch me wider zrugg mit der poscht,BE
u nä isch d gränze e zit lang gschpert gsii,BE
wo ebe de friz ufgwachsen ìsch ìsch dört immer s häuptverlääse gsìì z ooben am säggsi,BS
nette haupme ghaa,ZH
und di hei näär do d häng hooch ghaa,BE
guet sii i de schuel muesch chrampfen und so wiiter bin ä guet gsii,ZH
ìsch daas es e es e voornäämi sach gsìì die interniirte phoole,BS
und me mues zäme gaa und zäme sich äigendlich au weere,ZH
was daa vili lüüt säged es isch nöd e gueti alti ziit gsii,ZH
noorwääge het zeersch dii,BE
min maa het,BS
han äu mòl mǜssen usseze das het mer jo,LU
mit dene simer immer seer guet gfaare,BE
und de haig umfal er haig falschirm abgschprungen und de fuess verlezt und si chened dä nid impeere,LU
mis älämgee zwääg gmacht,BE
normaau gsi hä,BE
jaa waansinnig waansinnig,BE
schpääter nenei,BE
de isch sogar im aschlaag cho,LU
eppis gschaffet de het er no bimmene maischter gschaffet fir achzg rappe i de schtund,LU
in schüpfe het e traktoor ghaa,BE
luege was sich do,BS
es ìsch nümme das die schiggaane gsìì eifach drinne he,BE
die si guet gsìì,BE
het mi immer interessiirt und,BE
ez chömed d düütsche,ZH
aktivitete vermaintligi oder taazächlichi aktivitete,BS
woo,BS
jaa das het,BE
vo und er isch tokter anwalt,LU
ali brieffe won er häi gschikt het und är het sìch no verlobt bivor er furtgangen ìsch,BS
und dänn hät min isch min vatter zugliich aber au seer aktiiv gsii i de soziaaldemokraatische partei,ZH
hani gnòò,LU
isch är isch är derte phakt worde är söu,BE
de hemmer im gliiche huis ich bi i der ängebäärgerschtraass gwont simmer dùe innere chliine woonig,LU
ùnd die wìrtene hend aim de,LU
wo unseri armee jo denn ned emol bruucht hed sondern si hed si nach tütschland verkhauft die militärkredit wo si in dr schwiz ned ned agwändet händ,BS
dasch z nacht ggsìì nach mitternacht,LU
tütschi uf italien und so witer,LU
dört hed wäg khönne und e schtell i de schwiz überkho hed är hed aso ganz khlar gse was khunnt nöd he,BS
das isch das kafi böi gsii das huus,ZH
familie gsii,ZH
dem siini reakzioon,ZH
no gchaa hät dazumal,LU
vol akzeptiirt gsii ùnd si ìsch au,LU
er heb e füürchugele gsee,ZH
khinder gha buebe gha,BS
weli wille fü weli naazigrössene scho,LU
aber immer eso entschtòt das,LU
wänns nöötig ghaa händ und,ZH
füre kaufmänisches diploom,ZH
mir häi immer am raadio glost,BS
i sini schtrateegischi plaanig,ZH
womer ghaa hei ìsch zää meeter wiiter äne gwont u de het,BE
uf em wäg wi s jeze lauft,LU
ùnde,LU
nanai s isch scho ne religiösi religiös usgrichteti bewegig gsi de,BS
und schtat das äär,LU
ich ha mich nu imme fü di andere iigsezt,ZH
was de intessant isch,BE
ich ha nur en bekante wo das au sini,ZH
die nöi gründet worden isch in baasl,BS
das ìsch waarschinlech ìsch es gsii,LU
mèèrli gsi,ZH
han e schwöschter ghaa wo föif jaar elter gsii isch,ZH
höörndli ghaa mir händ,ZH
aso fäärnsee hets jò nonig gää doozmòl,LU
isch er i d schuel und dernaa het er d maischterprüffig miese mache,LU
i möcht mi daadezue nid üssere,BE
landwììrtschaftliche schuel jez ìsch s doo,BS
bisch ja wool verukt het si gseit und miir froue dene,BE
und das han ich natüürlich iegschläkt wie hunng,ZH
us der aachlaageschrift wider choo,ZH
wenn si jeze nòòtänkid won ech das säge,LU
vollbeladenen outo i d aupe gfaare,BE
ha äggstra emol dernoch gsuecht,BS
nid di arme tiifle hend nid schwarz,LU
er ìsch äifach choo öb er daas richtig öb er daas,LU
mitgmacht und,ZH
in dr klarapfarrei am lindebärg,BS
seer vil lüt i öisem bekhanteggrais händ gsait s ìsch guet,BS
immer wider mit dem ding wänn ali jude soo wääred wi duu,ZH
und ebe de mussoliini säuber ned,BE
isch daa choo wel es hät warschindli sinds die landolt gsii,ZH
ùnd die wo gnueg gält ghaa hend hend chöne hamschtere,LU
ich hanen ja ich hanen ja äu ghöört am raadio,ZH
dänn und süsch im im pruef amene ganz anderen ort schtòt,LU
das isch äfecht,LU
waiss s chas ez nömme wörtlech säge wird morgen und so witer,LU
mer het dòò mer hets ggaant mer hets nìd emòl ggaant mer het jò das nid,LU
und di hötige lüt,LU
han i miesse mit em kranggewaage go hoole,BS
bis ich han afò anderscht tänke ha wöu,LU
und ä was passiirt isch ich dä hät au sache verzelt ebe us em,ZH
poscht vo trasadingen ou,BE
ùnd nachhäär bin ich han ich e wiisum iigää fǜǜr uuèsaa,BS
s jaar schpö̀ö̀ter hämer aso dän de raadio chöne chäuffen und ich ha nüme möse zu de koleege gaa goge d chinderschtund am drüü am mitwoch am drüü goge lose,ZH
und das di düütsche chömed,ZH
de hets het mer männgisch a moorge so radaarschtraiffe gfùnde,LU
gaanz normaal und unuffällig,BE
as mer äbe dä hitler,LU
chuum chöne hälffe,ZH
ùnd schtellid öich voor wìs i dene ggangen ìsch,LU
deete si nomol d froog schtelle,BS
ou im landwirtschaftliche es het dert viu pure ghaa,BE
aso er ìsch ke agänt gsii,LU
i de hüüser glüütet und zu de,ZH
zeerschte i kantonemänt oder tuurnhauue,BE
mines wüssens isch er nie richtig entlaa woorde,ZH
ìsch das bäi gläämt ggsii,LU
dass,LU
die het mìch richtig usgränzt dur daas,LU
sind si natülich seer ä verängschtiget gsii das hät me guet gmärkt das die,ZH
aber ganz scharf,ZH
nìd chriegsmäässig vìlìcht,BE
do sig s äbe der ganz,BE
also miir händ ghaa der roote falke ist äin fröind und schüzer der natuur,ZH
aber woo wììrd therapii wiiter gmacht i de schtazioon sämpach ìsch nienen,LU
ont äsoo wie s hüt,LU
überhoupt nììd,BE
mer hend sogar in züri e nachrichtesänder gcha,LU
also bringeden um,ZH
bluetzersezig gschtoorbe,LU
ùnd däsch äu seer scheneröös gsì hètis vilìcht äu emòl öppis flaischigs sogaar nò mitgää,BS
woo die flieger daamòls alli gflooge händ nìt,BS
ùnd het de dòò ke schteu ghaa,LU
ùnd ziitlìch de ablauf wais ich nüm genau es sind de die eerschte usslandschwiizer,LU
es schtimt nüd,ZH
mit aller grööschter überzüügig,ZH
den warschiinlech het si nò mee gsee weder was si verzelt het,LU
das haisst mer het,LU
und dänn wäiss i no us de ziit,ZH
depressioon oder,LU
also d buebe und d mäitli und en freie körper ime freie,ZH
d drootverhou si nid feertig gsii aus isch no,BE
chlaptachhüüser im taalchessel schwiiz gseet,ZH
und de het me se de polizei überggää u när der ander taag i de freiziit,BE
di kholeggtiifschuld,BS
am sämpachersee unä het möse go sueche sämpachersee ìsch übrigens ganz nooch ggsìì,LU
daarschtelle,LU
der meischter gsii und zwee leerbuebe,BE
daas die sache sìì also aali äigentlich feschtghalte,BS
wil me mùss doch d haimet eerschtens fǜr d haimet iischtòò,LU
ich ha lang lang han ich,ZH
d schtet aso mir si ja meischtens in london gsìì,BE
telefoonchaschte ghaa wo me gschtöpslet het,LU
de name khan i mi no erinnere,BS
das eppe no es rageeteli ufen isch,LU
die fliegen aber in zäätuusig meeter hööchi,BS
und der ander het d handelsagentuur ghaa,BE
aber vilicht eersch eso vom,BE
mer chenid is dure isch es wirtschäftli gsii go öppis trinke und när giengs wider wiiter und de,LU
im nünzääte jaarhundert,ZH
ja das mhm ja,ZH
seer aktiiv gsii mi vatter isch nie inere partei gsi,BE
sondern aine wo,BS
da han i sowiit s ggangen isch,BE
je lenger das das isch je mee,BE
aber het fasch eson en pröissischi en pröissischen iischlaag ghaa aber,LU
di eerschti frou ìschem gschtoorbe,LU
das das ìsch mir si dihäi bliibe,BS
mir si eigenlech guet dürechoo aso hunger het nie öppert müesse haa aber,BE
halt äifach wänd für öi en denunziant,ZH
alkohol han ich an sich nüd trunke nieme,ZH
daas nììd,LU
i han e pischtole nid emaau i der hand ghaa i ha,BE
vo dère gwèèrgriiferei wo me daamals blöödsinniger wiis hèt mese duurefüere,BS
s früeziitige hürooten in ameerikha ìsch grooss gschrììbe gsì,BS
dasch eifach jede taag esoo,BE
drei taag nach em dienscht u do hani müesse säge eez ìsch auso,BE
me ìsch ou soo chlii abghäärtet gsìì äbe ou vom dienscht esoo,BE
e junge die sind zwänzgi gsii beed,LU
es brochen aarm oder bei im gips oder so,BE
mälde s grad über s telefon witer jez isch er cho dä chond ez secher met däm zog he,LU
seer früe,ZH
entweder het ich gsäit ja ich,ZH
ùnd äu döört ìsch dr schwizer ainnglìch immer dr laggiirti gsì,BS
daa bin ich felsefescht überzüügt,ZH
und dänn han di ich gsee die manen iiruke mit dene langgweer,ZH
nai,BS
mitemere richter vom,ZH
i de verlegig si mer i juraa hingere choo uf tramloo,BE
ùnd ha mindeschtens nò anderhalb joor nachher i mim bruef in ameerikha verläbt nìt,BS
irgendwo läsed si s scho wider emòl,LU
di si i bi im säggseviirzgi mitere fründin,BE
heimer meischtens im,BE
vom hitler in poole,BS
im letschte zog glaub i znacht am zääni z züri abgfaare son en erschtklass schloofwagen und alles drum und draa,LU
aber mi hät das äinnglich luschtig und glatt tunkt und mer hät chöne dän päärli aaschliiche das isch ja ganz klaar gsii,ZH
u het ou viu gchoschtet den wemer aagnoo mer het jez e panaane gchoufft,BE
und die händ chöne bi de i der umgäbig,ZH
prichtet woorde vo dramaatische,BE
ùnd dass das wär nìd emòl e gueti taat gsii,LU
isch das gsii me hät ja doo na,ZH
me het gwǜsst das ìsch vo dèm hittler het mer gwǜsst dää,LU
ess si händ döt scho ùnterschììde,BS
das het nìd dö̀rffe veröffentlicht wäärde dasch ganz ganz seer ghäim ghaalte woorde,BS
oond ha gsait ebe,BS
her fröölich,ZH
u i ds gäge s oberland gfaare he,BE
und das ìsch emol öppis woo,BS
ìch ha den wider esoo chönnen echli louffe,LU
das äär daarf do duure goo und den isch en alarm gsìì,BS
win ich chrischtli oder khai chrischtli me he,BS
ùnd ìsch de schtùz uufgfaare ùnd de vergaaser ìsch unde plobe,LU
und dänn isch mer irgendwie hät me gjasset oder me isch,ZH
wo dienscht het,BE
äbe wäge,BE
und den ìsch der aarzt,BS
für iin isch es guet gsii,ZH
aber es isch seer härt gsi aber me hät s überschtande,ZH
uf dä chrieg und dä chrieg cha nur en chrieg sii vo hitlertütschland gäge d sowjietunioon und,ZH
dän het iich im het er chöne bi ois sii,ZH
iichöiffer,ZH
dää widerschtand,LU
ond mäischtens hend d zög,LU
nai das waisi nììd uf jede fal,LU
denn han i scho z mii gschaffet,BE
es het no so hööch bluet und wasser am bode ghaa,LU
dasch e pflicht gsii,ZH
viu gäut verloore wo di kriise iz choo isch,BE
ùnd wehe we mer de jee emòl ais mer het de mösse i chäller öppe gon es ai hole,LU
das isch es ez genau das isch das wo mier fäält,ZH
jo aber me het si me het si nur,LU
äu chö̀ne verzelle wie schweer das die reggruuteschuel gsìì ìsch in mò̃ò̃trö ìsch das gsìì,BS
im chrieg,ZH
het aber o settig ghaa wo gflüchtet si i d schwiiz,BE
ì bi mengisch uf de chochbüechli gschlaaffe,BE
und är het es eifamiliehuus bezoge im jaar,BE
en profässooresoon gsii,ZH
und deert han i o ke ziitig ghaa ussert em,BE
verschtekt er hät de ganz chrieg mitgmacht und a de i de lurettahööchi,ZH
item und nächäär,BE
jòò das han i plözlech ewägg ggno,LU
sone chlaini ortschaft wäggis,BS
oder ame samschdig oder ame sundig ooder duur e daag aber si häi müese sääge wo si aane göö,BS
sicher auso desertiirt hät kene,BE
als irgendwoo e hoger,BE
hämer gsäit schtat das er ume,ZH
bi,ZH
under anderem mitere hoteljestochter vo ööschetriich,BS
und iich als violinischt,ZH
u näär si mer zum zolamt und am zolamt het,BE
di si vo singe gsii,BE
schon en andere drinne gsii,BE
denn het s danggere fründin,BS
i d schwiiz choo miir hend zwöi i d klass überchoo,LU
lääbensjoor aa bin iich im gimeli,BS
zuesäzlich no ggää hä,ZH
uf em bäärg obe ha dienscht ghaa,BE
und aus abgschproche ungernang,BE
füerendi phersöönlichkäite bi öis dehäi ghaa,BS
aber das mer irgendwie fintlech,LU
waarschiinlech wäärs eifach gchouft woorde,BE
si händ den khai gält möse verschiebe sondern,BS
und die isch e frä kööder isch das gsii und,ZH
sii het üüs flaischmäärkli ggää,LU
wie jom kipuur und rosch haschanaa,ZH
hät me züritüütsch gredt,ZH
isch mer amel hät mer im schteligsbou gschafft,ZH
i ds i ds innere,BE
und si händ s jo au gwüsst taatsächlig,BS
und das hät äim scho chli deprimier,ZH
dänn hämmer also schtudiert jawoll und ich ha denn,BS
und denn au die freihaitligi beweegig,BS
oder es bekläidigsschtuk,ZH
s hät ä vil arbetsloosi leerer ghaa i däre ziit,ZH
nach semeschterbegin biischpilswiis im hèrpscht,BS
uf züri gfüert woorde is bezirksgfängnis züri bin es,ZH
und das häimer den esoo gfunde jä jä das ìsch guet und briima und den bin ìch i d hotelfachschuel nach nöijeburg cho scho wäg de schprooch,BS
ideal gsi mr sin,BS
nä bin ìch i das schpitaal ùnd de han ìch i der mueter verschpräche miesse,LU
s het schtroo ùnd höi dinne ghaa die hend deet gschlòòffe,LU
und dänn han i gfunde das isch es das isch en iniziaalzündig gsii,ZH
a jaa s isch ja chrieg,BE
won ich scho völlig kritisch gegenüber gschtande bi he,BS
guete gschichtsleerer gha der,BS
wo se gfüert het,BE
isch di schtimmig daa gsii,BE
uszoge wärde,BS
het ds mueti do äbe i der underdorfschtraass heimer doo es eifamiliehüüsli ghaa d mueter die het choschtgenger ghaa eifach,BE
und nächer isch das oo so rasch ggange das me mit dä fäänli,BE
ich ha für sii wichtigers,BS
iich schpööter natüürli dänn i de also aafangs viirzgerjaare,ZH
jaja drum bin ich meermòls gange,LU
verbii mit widerschtand,ZH
vor e paar joor jojo,BS
vo de ding het mer nò gaar nüüt gwǜsst vo der,LU
dèè isch zum biischpil häts dèè fèrtigpraacht sind vatter isch en häuptme gsii,ZH
keiner jude mee ghaa in dütschland,BE
ja da isch doch en widerschpruch als sozialischt han gsäit näi näi,ZH
ab nünzehundert im sumer nünzehundertzwooevierzg,ZH
das isch vilich öppe soo,BE
driissgerjaar immer wider vo kriise vo arbeitsloosigkeit vo,BE
isch mechaaniker woorde,ZH
und d schwiz het si näär wider zruggwise und do ha se äbe gsee,BE
de hets gheisse äbe chriegsändi sig verbii,BE
aber die zöuner hei auso döörfe in unifoorm inechoo,BE
soo hämmer gsäit ghaa und nachär het mer sich äifach,ZH
ìsch vom wälschlant in die bangg in baasel khoo,BS
wo de eventwel äbe d franzoose chönte müe ha mit,BE
mer het do ghöört er luegi as alli lüüt aarbet hend,LU
han i di prozässprichte gläse drüber,BE
us de ziitige,LU
je mir händ vor alem es ìsch jo den glii emol de chrieg choo ùnd den hèt mer vor allem äu häärdöpfel aapflanzt,BS
dä isch in wolfeschiesse gsii däsch schpeeter in z wäggis im tannebärg bimen onkel knächt,LU
miir hei im im gimnasium chiuchefeud,BE
natülich isch das ob s daa,ZH
und dene het er gsäit ìch bi doo und doo und den hani gwǜsst,BS
und da han i der pflueg uf d site gschteut und,BE
lüt wo me kört het het me gsäit daas isch scho öppis wunderbars die hen käi aanig gchaa was isch,LU
d leerer,BE
me ìsch iigrǜkt hät doch ds vatterland söuue verteidige,BE
endé,LU
di landung hawariiter amrikhaanischer bomber,BS
send emmer äi oder zwe profässoren us saarnen oder so,LU
schtarchi lüt ggää ùnd natüürlech au helde,LU
isch di gmein im schtroomnez aagschlosse woorde,BE
sondern die schwiizer wo jez doo woone sind us em bäärnbiet choo us em us dr oschtschwiz,BS
esoo oder esoo he,LU
das isch aso en tüüfschlaag gsii win iich i mim ganze,ZH
wi hei nid müesse frooge wo me schlooft wo me ist,BE
mit säggs ross bi nacht,BS
e familie gsii wo überhäupt nie mit de polizei oder öppis z tue gha hät,ZH
mììr hend als chìnd jedes het en öpfubaum ghaa,LU
da si sis doo choo cho luege ds huus cho aaluege mir hei en auti chegelbaan ghaa de hei si ame,BE
ich ha müesse ali prüefige mache genau wi di junge schtudänte,ZH
kompaniibüroo ie und dänn hät er mir daa voorwürf gmacht,ZH
wobii die wäärid jò waarschiinlech au draachoo,LU
vom nachem,BS
für siich säuber veantwortlech z sii und das isch eim eerscht bewust woorde,BE
jòjò jòjò,LU
jòò jò simmer det ufe gschuenet,LU
sächs jaar schpööter,BE
dää het de hittler chönne,LU
ä kraft gege ne frontismus z sii oder so,BS
denn e naachbeland tieg ja nie,BE
ässpeemitgliid gsii,ZH
ha mi militärischi tätigkhait gha ha mi flüchtlingsarbet gha,BS
wil är het òrchidee zǜchdet,LU
durchsuecht naach waffe ne hei mer d bateri gha,BE
die die die beziejige woo miir ghaa häi woni jez verzelt ghaa haa wäg miner schweschter,BS
da öise schpruch abgloo nid,BE
de det hend òü hère gredt aine,LU
do isch min maa mit siner ainhait,LU
baasler verheltnis sondern,BS
die hei ǜberhoupt nüüt dran ghaa u hei gschosse,BE
dä hed e buech gschribe über sini erläbnis,BS
de ben i zu däm frönd won i ha möse für de diräkter gò,LU
aber er het nie begründet worum,LU
sich vor kriminelle sich müese hüete s isch aus eifach,BE
und das han i näär aus zwääg gmacht,BE
d priise sind waansinig gschtige,ZH
als plazaawiiser irgendwoo schaffen im wäiss aber nüme rächt woo,ZH
haiged chenne daa goge anehaa und echli nää hani gsait nai das isch esoo für di meebessere gsii,LU
aber me hät die bevölkerig die bärgpuure,ZH
di landwirtschaft wäärend des kriiges,BE
abbout jä,BS
mengisch heimer ou ghaa won üüs ghulffe hei,BE
ùnd de ìschs nò drùm ggangen öb mer i sekundaarschuel chunt oder nììd,LU
das isch immer wider,ZH
e latte mitere kweerlatte,BE
und de jüürg,BS
sich für sich daa chli es uurteil piudet,BE
u no han i gsänkt oha,BE
wänn ich wänn ich däm absag bin ich e verlorene ma,BS
u niemer hets gmacht u niemer het sich ufgregt u niemer het öppis gseit,BE
vomene franggfurter,BS
oder äbe wenn i,BE
näi er isch nöd angaschiirt gsii i dr aarbäiterbewegig ich wäiss nu das er,ZH
und ich wäiss nööd,ZH
dise wääg hemmers abprochen und gsait mer gend iich ds trotwaar,LU
das ich fü miis land und das isch miis land,ZH
und dänn hämmir halt würklich us däm use gschlosse,ZH
nächer und zum teil eersch hüt vernoo hä,BE
koomisch dunkt,BE
hilfsmekaaniker,ZH
und het bi üüs aaghaute und dä wachtmeischter seit dem daas,BE
di si nìd i de groosse chuchi unde gsìì,BE
schtooss überchoo und ha miich als juud wider,ZH
schüürli hei hei gfüut mit mit,BE
das isch für mi sozialpsüchologii,BS
die härdöpfu pùzt dass si äinigermaasse suuber ggsìì sind,LU
ich haa chürzlich i dä frau gsäit die hed no so paar sache walensa het si no,LU
oder an d bundesawaltschaft je nach,BS
au wäred em aktiivdienscht,ZH
draa glaube wäärded mir zum täil wie jungi hünd zämegschosse,ZH
gganz gganz miises,LU
dää het dä het gwǜsst dää goot iez in büürgebäärg hindere go ko go kontrolle mache,LU
und und das d rüschtigsinduschtrii,ZH
und nä isch er uusgwanderet nach frankriich,BE
mit mit usslän ländische,ZH
mit schtrou uf dä uf dä schöön saalbode,BE
wänn si s ghaa hät hät si s mir nid märke laa,ZH
z zaige woo si aabe miend den,BS
wo immigriert sin an der jurischtefakhultet,BS
si sigi no hundertfüfzg maa mit waffe hä,BE
oder aber ich maine nu zum säge,LU
da i de diskussioone genauso wi jeder anderi mini mäinig wänn si mir die nämed,ZH
de ganzi summer lang nünzehundertnüünedriissg sind die verhandlige,ZH
ìm züüg umsekle daa u i i i weis nìd waas,BE
üüs i de schwiz passiirt nüüt,LU
voorhär d maturitèèt ha chöne mache nìt,BS
das isch übehaupt nie zu diskussioon gschtande,ZH
wi chunnt s use isch tütschland vouschtändig zerschtört,LU
den simer gloub so vǜu das i no weis i riggisbäärg gsìì,BE
di junge tütsche erfasst hed,BS
und dütschland,BE
ha müse,ZH
bi miir im zimmer das isch seubschtverschtändlich gsii das het me eifach ghaa,BE
sächsedriissg nächer oo d d olümpiaade,BE
mues i sage warum sind si denn biträtte worum sind si vorhär ned biträtte non als bueb,BS
wäme ez den de patrulie marsch hät gmacht u umechoo wäär u,BE
in dä schreebergaarte gange sind ùnd e bizli hand aaglegt händ,BS
i d feerie di hei fǜr vier wuche i d feerie chönne,BE
und nacher het er hanen ich ainisch iigladen ame suntig,LU
ùnd me isch vor em nichts gschtande,LU
ich han es summersemeschter wele mache,ZH
und wänn irgenöppis gsi isch sind die tuuben uufgfladeret,ZH
was händ si dänn i däre ziit gmacht i de i de freiziit im militäär aso wänn si uusgang ghaa händ,ZH
den di tüütsche sìnd jò äu mìt mässerschmit hundertnüün gfloge nìt,BS
und ha tänkt ja eis vo beidne,BE
und achzehundertachzg hät in seebach gwont,ZH
mìtgsunge hend si nie das begriif ìch jò oder ruò̃ò̃ ùnd die schtet,LU
und de nachanen esch esch,LU
und soo wiiter und di öffentlich belüftig isch abschtelt woorde,ZH
daa hämmer eso zältmarke ghaa,ZH
töötlich gefäärdet,ZH
nüt mee,BE
da drüber können wiir uns verteidigen,BE
gränzwachdienscht isch wichtiger gsi auso,BE
ìch ìch hätti,LU
vo der progromnacht also nünte,BS
esoo het sich daas nid eso uusgwiirkt,BE
ùnd iez ìscht er bi der,LU
chemiiprofässer dä het phius gchaisse als übername suss,LU
viirzäni gsii,ZH
und zwaar cha me sich das als läie oder färnschtéende,ZH
ich chas fasch nöd verzele,ZH
ùnd de het mer rande gsòtte i dem òfeschlùfp mer het di gschwölte gsòtte s ìsch natüürlech,LU
rìchtig unnglǜklech gsìì,BE
nach samfschtefaan im simmetaau dört wäärd e fluugplaz poue,BE
mit ììm zääme,BS
für üüs doch immer no chli im vordergrund gschtande,BE
un me da di di liichebäärge het gsee,BE
oder reschpektiif e tante nattüürlech,BE
und d ärzt händ äifach gmärkt das si im nüme chönd hälfe,ZH
funggzioone ghaa das du nümme hèsch dö̀rffe zrugg obwool d eltere,BS
het der generaal es bild vo mim maa,BS
aber was ich ned gwüsst gchaa ha,LU
äbe isch waar oder nid waar ich waiss es nid,LU
öppen im zwäiesibezgi dreiesibezgi,ZH
aber susch sich in dem bräunen häus nòchher frai beweege chöned nìt,BS
wie dèè koleeg im wälschland,ZH
jò viir chìnd nòchhär füfi,LU
das ìsch,LU
jo khöne si tängge,BS
was daa a de grenze so mee oder weniger ggangen ìsch,BE
go äbe go liedli singe,BE
vo öis obenaabe bis nach baasel in jeedem dorff,BS
emol uf e disch klopft zum zäiche das äär in dr frömdelegioon gsìì ìsch aber verloore wüsse sìì ganz verloore,BS
ganz andersch kho he am achtezwanzigschte auguscht,BS
und drum ebe händ sii,ZH
u mi schwiigervatter hed au,BS
ich won i züri ja,ZH
aso handwäärgger ghaa hèt,BS
ou wagner,LU
ooni baadzimmer,ZH
usseemäässig,BE
houzfüüri ghaa de het mer im gang usse ìsch dr òfe gsii,LU
und das isch an und fü sich e schuz gse,LU
ds eutischt di hegg geschter gad de letscht taag gschaffet,BE
das ìsch nòch em chrieg passiert,LU
kaini maitli derbi natürlig,BS
bin ich aber äigedlich entschlosse gsii,ZH
also ich wäiss vo miim,ZH
füf jaar elter gsii weder ise bueb,LU
s giit nüüt anders er mues fuurt ooder,BS
für de hittler iigschtelt gsii isch,ZH
und denn hämmer au,BS
ich ha angscht ich ha angscht vor em schtäärbe und ich ha angscht,ZH
das wird eso gsi sii scho im eerschte chrieg,ZH
ischs theaaterschtǜkli oder ìggs ö̀ppis so,BE
chrieg hèt den au nò aagfange,LU
mir händ färielaager ghaa in magglingen drüü wuche,ZH
aber miin vatter isch dän also gschtoorbe und dän isch es,ZH
das het eim waansinnig iidruk gmacht,BE
i de eerschte taag isch echli es dürenand gsii,BE
woni jez chli gschiuderet ha ou daas echli uufarbeite,BE
aber das sind thazache wo mer erläbt het,LU
i de nööchi vo lüttich in belgie,ZH
me het gret drüber,LU
do bin i won i ghüraate ha das isch im eerschte apriu,BE
niks schwäinefläisch ggässe,ZH
und i bi nächer schöön voor das chrüz gschtange damit si mi nid gsee,BE
unter baizuug vo unserer erfolgriichen aso das sind gueti flieger gsì das mues me säge,BS
es es isch apsoluuti kattaschtroofe gsii nach em wän de de hittler doo choo wèèr mer wèèred nach wenige schtunden ümen ume gsii,ZH
dem si vatter isch schriiner gsii,LU
ha mös de ganzi praggsis füere,BS
ufglööst ìsch d schwoobe hei nächher,BE
jo jo ich han in erster linie,BS
poole aber vor allem nächer frankriich,BE
füfzäni vilìcht füfedriissg soo vilìcht sächsedriissg,BE
u muurtesee simer aaghalte woorde,BE
mir hend das immer als eer aagluegt er sig emòl i de gübelihütte ggsìì,LU
und isch aber i de familie uufgwachse,BE
